,MONTH,DOW,AGENCY_ID,ROUTE_SHORT_NAME,DIR,SEQ,NUMDAYS,OBSDAYS,TRIP_STOPS,OBS_TRIP_STOPS,IMP_TRIP_STOPS,WGT_TRIP_STOPS,STOP_ID,ROUTE_LONG_NAME,ROUTE_TYPE,TRIP_HEADSIGN,HEADWAY_S,FARE,STOPNAME,STOPNAME_AVL,EOL,SOL,TIMEPOINT,ARRIVAL_TIME_DEV,DEPARTURE_TIME_DEV,DWELL_S,DWELL,RUNTIME_S,RUNTIME,TOTTIME_S,TOTTIME,SERVMILES_S,SERVMILES,RUNSPEED_S,RUNSPEED,TOTSPEED_S,TOTSPEED,ONTIME5,ON,OFF,LOAD_ARR,LOAD_DEP,PASSMILES,PASSHOURS,WAITHOURS,FULLFARE_REV,PASSDELAY_DEP,PASSDELAY_ARR,RDBRDNGS,DOORCYCLES,WHEELCHAIR,BIKERACK,CAPACITY,VC,CROWDED,CROWDHOURS,Total_Pop,Total_Housing_Units,VAC_RATE,OCC_RATE,AVG_HH_SIZE,POP_DEN_ACS,HH_DEN_ACS,HU_DEN_ACS,BART_TOS,BART_FROMS,CALTRAIN_ON,CALTRAIN_OFF,MUNI_RAIL_BOARDINGS,MUNI_RAIL_ALIGHTINGS,BIKE_ALIGHTINGS,BIKE_DOCKCOUNT,BIKE_BOARDINGS,NUM_BUS_STOPS,EDD_EMP,FREQ_S,PARK_HOURLY_AVG_ON,TRANSBAY,EDHLTH_RAC_DEN,EDHLTH_WAC_DEN,EMP_RAC_DEN,EMP_WAC_DEN,HOUSING_09_DEN,LEISER_RAC_DEN,LEISER_WAC_DEN,OTHER_RAC_DEN,OTHER_WAC_DEN,SHR_HH_0VEH,SHR_INCOME_0_15,SHR_INCOME_100P,SHR_INCOME_15_50,SHR_INCOME_50_100,PARK_12_HR_OFF_PUB,PARK_1_HR_OFF_PUB,PARK_2_HR_OFF_PUB,PARK_3_HR_OFF_PUB,PARK_4_HR_OFF_PUB,PARK_DAY_OFF_PUB,PARK_DAY_DISCOUNT_OFF_PUB,RETAIL_RAC_DEN,RETAIL_WAC_DEN,AVG_TT_TO_WORK_MINUTES,PARKING_RATE_OFF_RESIDENTIAL,EXCLUDE,AVG_RIDE,LOG_RIDERS,AVG_BART,CALTRAIN_AVG,MUNI_RAIL_AVG,BIKE_AVG,PARK_12_HR_OFF_PUB_LOG,BIKE_BOARDINGS_LOG,BIKE_ALIGHTINGS_LOG,BIKE_AVG_LOG,PARK_1_HR_OFF_PUB_LOG,PARK_2_HR_OFF_PUB_LOG,PARK_3_HR_OFF_PUB_LOG,PARK_4_HR_OFF_PUB_LOG,AVG_BART_LOG,AVG_HH_SIZE_LOG,PARK_HOURLY_AVG_ON_LOG,EDD_EMP_LOG,AVG_TT_TO_WORK_MINUTES_LOG,BART_FROMS_LOG,BART_TOS_LOG,CALTRAIN_AVG_LOG,CALTRAIN_OFF_LOG,CALTRAIN_ON_LOG,CAPACITY_LOG,CROWDED_LOG,CROWDHOURS_LOG,PARK_DAY_DISCOUNT_OFF_PUB_LOG,PARK_DAY_OFF_PUB_LOG,DWELL_LOG,DWELL_S_LOG,EDHLTH_RAC_DEN_LOG,EDHLTH_WAC_DEN_LOG,EMP_RAC_DEN_LOG,EMP_WAC_DEN_LOG,FARE_LOG,FREQ_S_LOG,FULLFARE_REV_LOG,HEADWAY_S_LOG,HH_DEN_ACS_LOG,HOUSING_09_DEN_LOG,HU_DEN_ACS_LOG,LEISER_RAC_DEN_LOG,LEISER_WAC_DEN_LOG,MUNI_RAIL_ALIGHTINGS_LOG,MUNI_RAIL_AVG_LOG,MUNI_RAIL_BOARDINGS_LOG,NUM_BUS_STOPS_LOG,OCC_RATE_LOG,OFF_LOG,ON_LOG,ONTIME5_LOG,OTHER_RAC_DEN_LOG,OTHER_WAC_DEN_LOG,PARKING_RATE_OFF_RESIDENTIAL_LOG,PASSDELAY_ARR_LOG,PASSDELAY_DEP_LOG,PASSHOURS_LOG,PASSMILES_LOG,POP_DEN_ACS_LOG,RDBRDNGS_LOG,RETAIL_RAC_DEN_LOG,RETAIL_WAC_DEN_LOG,RUNSPEED_LOG,RUNSPEED_S_LOG,RUNTIME_LOG,RUNTIME_S_LOG,SHR_HH_0VEH_LOG,SHR_INCOME_0_15_LOG,SHR_INCOME_100P_LOG,SHR_INCOME_15_50_LOG,SHR_INCOME_50_100_LOG,TOTSPEED_LOG,TOTSPEED_S_LOG,TOTTIME_LOG,TOTTIME_S_LOG,Total_Housing_Units_LOG,Total_Pop_LOG,VAC_RATE_LOG,VC_LOG,WAITHOURS_LOG,DIST_FROM_LAST_STOP,DIST_FROM_LAST_STOP_LOG,SERVMILES_S_LOG,EOL_SOL,LIMITED,EXPRESS,CAL_STATION,CLOSE_STOP
12141,2009-11-01,1,SFMTA,K-OWL,0,39,20,3.0,1,0,0.0,1.0,5676,,3,BALBOA PARK STATION,,2.0,MARKET ST & HYDE ST,MARKET ST&HYDE ST N-NS/SI,0,0,0.0,0.21666666666666665,0.5633333333333334,0.0,0.3433333333333333,0.9,0.7733333333333333,0.9,1.1166666666666665,0.14599999999999996,0.146,9.73,7.84,9.73,7.84,1.0,1.0,0.3333333333333333,9.666666666666666,10.333333333333334,1.411333333333333,0.18444444444444444,,2.0,0.38666666666666666,0.0,0.0,1.3333333333333333,0.0,0.0,63.0,0.15343915343915346,0.0,0.0,6923.0,4569.0,0.13044429853359596,0.869555701466404,1.7425119557009816,62.122754110311966,35.65126420341896,40.999402503252256,6915.0,7007.0,0.0,0.0,4514.0,4071.0,,,,4.0,1620.0,,300.0,0.0,47.283694250918806,296.4909795410094,247.02755358498158,1094.6830039336128,473.5474893470416,30.33878784827652,379.6890923742064,152.80918169995252,381.0961208065258,0.8728920211427134,0.4208406745532343,0.034734457588723844,0.3974326705260509,0.14699219733199093,,,,,,,,16.59588978583367,37.406811211871,24.7,,0,0.6666666666666666,0.5108256237659906,6961.0,0.0,4292.5,,,,,,,,,,8.848222068371385,1.0088742725746946,5.707110264748875,7.390798521735676,3.246490991901174,8.854807632616227,8.84159284680318,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.29515408729048187,0.0,3.877093910512453,5.695383903655441,5.513539843158731,6.999133195685322,1.0986122886681098,,1.0986122886681098,,3.60144792169189,6.162361695965186,3.7376553920691347,3.4448565587158275,5.941983011478663,8.311889558230359,8.36485753011254,8.415160465851086,1.6094379124341003,0.6257008098381404,0.28768207245178085,0.6931471805599453,0.6931471805599453,5.035712754249011,5.945672202102251,,0.0,0.32690278560506225,0.16927384140147908,0.8801798448617965,4.1450813085120926,0.0,2.867665339874772,3.6482348191736818,2.179286876649552,2.373043556642607,0.5728610146854434,0.6418538861723947,0.6274837715826623,0.3512487207691634,0.034144831083279426,0.33463674637204155,0.13714303544928363,2.179286876649552,2.373043556642607,0.7498425242364903,0.6418538861723947,8.42726848388825,8.8427489162961,0.12261073999046732,0.14274804772944666,,,,0.13627761829254775,0,0,0,0,0
12142,2009-11-01,1,SFMTA,K-OWL,0,40,20,3.0,1,0,0.0,1.0,5679,,3,BALBOA PARK STATION,,2.0,MARKET ST & LARKIN ST,MARKET ST&LARKIN ST N-NS/,0,0,0.0,0.18000000000000002,0.20666666666666667,0.0,0.02666666666666667,0.8800000000000002,0.5,0.8800000000000002,0.5266666666666667,0.145,0.145,9.89,16.52,9.89,16.52,1.0,0.3333333333333333,0.0,10.333333333333334,10.666666666666666,1.498333333333333,0.0918888888888889,,0.6666666666666666,0.043333333333333335,0.016666666666666666,0.0,0.6666666666666666,0.0,0.0,63.0,0.16402116402116398,0.0,0.0,5905.0,3422.0,0.20631209818819404,0.7936879018118059,2.1741531664212075,37.93811281177236,17.449604470241113,21.985473673477568,0.0,0.0,0.0,0.0,0.0,0.0,8046.0,27.0,9937.0,3.0,3473.0,,300.0,0.0,55.001592046457006,324.37248643461965,294.17891009557,1265.991951208685,683.5200376514163,46.470502740591506,379.95192331738366,171.5894998294082,513.3509641909052,0.7308541973490427,0.3556701030927835,0.10935198821796754,0.3243740795287187,0.2106038291605302,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,845.0,21.117315479113266,48.31657726577639,26.4,0.805851755,0,0.16666666666666666,0.15415067982725836,0.0,0.0,0.0,8991.5,6.90875477931522,9.204121072162266,8.993054630146133,9.10414617556978,6.90875477931522,6.90875477931522,6.90875477931522,6.90875477931522,0.0,1.155040877531338,5.707110264748875,8.153061946801051,3.3105430133940246,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,6.740519359606223,6.90875477931522,0.026317308317373358,0.0,4.025380119732059,5.784970638151182,5.687581647408477,7.144400827663775,1.0986122886681098,,0.5108256237659906,,2.91504293232943,6.528717917713363,3.1348624369848355,3.860108523208462,5.942673181645961,0.0,0.0,0.0,1.3862943611198906,0.5842737807275427,0.0,0.28768207245178085,0.6931471805599453,5.150915941511465,6.242905842156608,0.5910323669080508,0.016529301951210506,0.04242071588395226,0.08790912204407045,0.9156238428864513,3.661973534767899,0.0,3.0963608075854663,3.8982602773838275,2.8633430855082453,2.387844936944869,0.4054651081081644,0.631271776841858,0.5486150423455438,0.30429587311443645,0.10377605045171454,0.28093995501703717,0.19111926749748373,2.8633430855082453,2.387844936944869,0.423086709457984,0.631271776841858,8.138272638530186,8.683724062303869,0.1875678527092599,0.1518805312927191,,,,0.13540463700620298,0,0,0,0,0
12143,2009-11-01,1,SFMTA,K-OWL,0,41,20,3.0,1,0,0.0,1.0,5696,,3,BALBOA PARK STATION,,2.0,MARKET ST & VAN NESS AVE,MARKET ST&VAN NESS AVE N-,0,0,1.0,-0.7866666666666667,1.4733333333333334,0.0,2.2533333333333334,1.5,0.5133333333333333,1.5,2.766666666666667,0.22900000000000004,0.229,9.16,4.97,9.16,4.97,1.0,3.6666666666666665,2.333333333333333,10.666666666666666,12.0,2.4426666666666668,0.5237222222222223,,7.333333333333332,5.016666666666667,0.0,0.0,3.0,0.0,0.0,63.0,0.1693121693121693,0.0,0.0,1580.0,793.0,0.13114754098360654,0.8688524590163934,2.2931785195936145,7.0780596219564265,3.086571569321505,3.5524691646907884,0.0,0.0,0.0,0.0,4228.0,4626.0,4650.0,19.0,5398.0,6.0,14834.0,,300.0,0.0,17.251249694470204,1367.7224422368738,102.11356688636052,2545.001091631011,231.07235302206388,20.122237092914244,182.354691468487,56.484510098883455,877.0020262359405,0.37445573294629897,0.03193033381712627,0.2641509433962264,0.3715529753265602,0.3323657474600871,,,,,,,,8.255570000092638,117.92193168971008,27.4,1.035714286,0,3.0,1.3862943611198906,0.0,0.0,4427.0,5024.0,,8.593969030218288,8.444837529224097,8.522180732927277,,,,,0.0,1.1918532137661833,5.707110264748875,9.604744532724922,3.3463891451671604,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,1.1796801117568914,0.0,2.9042335540934245,7.221633059836557,4.63583097195219,7.842279207880422,1.0986122886681098,,2.120263536200091,,1.4077063714194882,5.447049189520483,1.5156697593272284,3.0503263761885746,5.2114224816919545,8.439663988907,8.395703293828527,8.34972083747249,1.9459101490553132,0.6253245842211841,1.203972804325936,1.5404450409471488,0.6931471805599453,4.0515155219267776,6.777648901418263,0.7108467577996972,0.0,1.7945333961107803,0.42115617176840664,1.2362463648762316,2.089151697895913,0.0,2.225225532469618,4.778467241604682,1.7867469274045107,2.318458442150336,0.41431472338514685,0.9162907318741551,0.3180578221724197,0.03143115878958222,0.23440070583884418,0.3159436564800842,0.286956119606832,1.7867469274045107,2.318458442150336,1.3261904370501854,0.9162907318741551,6.677083461247136,7.365812837209472,0.12323264042394806,0.15641568645811044,,,,0.20620083058389785,0,0,0,0,0
12144,2009-11-01,1,SFMTA,K-OWL,0,42,20,3.0,1,0,0.0,1.0,5672,,3,BALBOA PARK STATION,,2.0,MARKET ST & GOUGH ST,MARKET ST&GOUGH ST N-NS/S,0,0,0.0,1.6166666666666665,1.74,0.0,0.12333333333333335,0.93,1.08,0.93,1.2033333333333334,0.19600000000000006,0.19600000000000006,12.65,9.77,12.65,9.77,1.0,1.0,1.0,12.0,12.0,2.352,0.2433333333333333,,2.0,1.93,1.6833333333333331,0.0,0.6666666666666666,0.0,0.0,63.0,0.19047619047619047,0.0,0.0,6293.0,3577.0,0.13419066256639642,0.8658093374336036,2.031966419115273,57.560526765434176,28.327499029485093,32.717941242643896,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,712.0,,200.0,0.0,68.00318605123336,172.74117759361874,351.4285133395475,683.2366288388395,648.502192548692,50.61940915270289,244.01107777665402,206.99970183119652,220.97118807009903,0.3990958992573457,0.10041976105908944,0.3293509848240232,0.3432353890862125,0.22699386503067484,,,,,,,,25.8062163044148,45.51318539846758,30.3,0.282177418,0,1.0,0.6931471805599453,0.0,0.0,0.0,,,,,,,,,,0.0,1.1092113922291058,5.303304908059076,6.569481420414296,3.4436180975461075,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.11630045569616063,0.0,4.234152678186799,5.15756670671613,5.864847802649074,6.5283038063909276,1.0986122886681098,,1.0986122886681098,,3.3785256093054215,6.47620621185352,3.5180300767811383,3.943897748132417,5.501303424937455,0.0,0.0,0.0,1.0986122886681098,0.6236949200523015,0.6931471805599453,0.6931471805599453,0.6931471805599453,5.337536646196428,5.402547589981654,0.2485597404989107,0.9870598027623623,1.0750024230289759,0.21779594498761437,1.2095571826198366,4.070060864923975,0.0,3.288633812277453,3.839735829354927,2.3767644911682972,2.613739521630969,0.7323678937132266,0.6575200029167942,0.3358262417667065,0.09569170797600346,0.2846908417967019,0.2950811732821062,0.20456716574127437,2.3767644911682972,2.613739521630969,0.7899713651954852,0.6575200029167942,8.182559264068665,8.747352077624353,0.12591932394742952,0.17435338714477774,,,,0.17898265552844014,0,0,0,0,0
12145,2009-11-01,1,SFMTA,K-OWL,0,43,20,3.0,1,0,0.0,1.0,5681,,3,BALBOA PARK STATION,,2.0,MARKET ST & LAGUNA ST,MARKET ST&LAGUNA ST N-NS/,0,0,0.0,2.08,2.1666666666666665,0.0,0.09000000000000001,1.0799999999999996,1.42,1.0799999999999996,1.51,0.225,0.225,12.5,8.94,12.5,8.94,1.0,0.6666666666666666,0.3333333333333333,12.0,12.333333333333336,2.7,0.2922777777777778,,1.3333333333333333,2.353333333333333,2.28,0.0,1.3333333333333333,0.0,0.0,63.0,0.19047619047619047,0.0,0.0,5660.0,3152.0,0.1230964467005076,0.8769035532994924,2.0477568740955143,67.69849061183245,33.05982827758037,37.700643535069936,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,138.0,,200.0,0.0,111.08206671940796,4.488829542370966,620.8243570162713,167.03435214001468,700.6395959824899,82.82454921145339,43.617136385859176,381.0148391109368,113.95586250439229,0.4706946454413893,0.15955137481910275,0.2984804630969609,0.28871201157742404,0.2532561505065123,,,,,,,,45.90290197447293,4.9725237073922655,27.4,0.682360209,0,0.5,0.4054651081081644,0.0,0.0,0.0,,,,,,,,,,0.0,1.114405868926251,5.303304908059076,4.9344739331306915,3.3463891451671604,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.08617769624105241,0.0,4.719231341539399,1.7027150346805562,6.432657668643035,5.124168435524578,1.0986122886681098,,0.8472978603872034,,3.528118633459659,6.553419876156603,3.6558562287106557,4.428725914603903,3.798118009129106,0.0,0.0,0.0,0.0,0.6296233728529207,0.28768207245178085,0.5108256237659906,0.6931471805599453,5.945459453692243,4.744548250381893,0.5201976937952245,1.1878434223960523,1.2099548760034833,0.2564063805316059,1.308332819650179,4.229727228271259,0.0,3.8480795493263416,1.7871695696351926,2.2965670206684825,2.6026896854443837,0.883767540168595,0.7323678937132264,0.38573483709435036,0.14803318446721,0.2611947062600467,0.2536432789620464,0.22574508479476524,2.2965670206684825,2.6026896854443837,0.9202827531436925,0.7323678937132264,8.056109659545061,8.64135583403666,0.11608955515005034,0.17435338714477774,,,,0.20294084399669038,0,0,0,0,0
12146,2009-11-01,1,SFMTA,K-OWL,0,44,20,3.0,1,0,0.0,1.0,5659,,3,BALBOA PARK STATION,,2.0,MARKET ST & BUCHANAN ST,MARKET ST&BUCHANAN ST N-N,0,0,0.0,2.376666666666667,2.42,0.0,0.043333333333333335,0.53,0.7466666666666667,0.53,0.79,0.11400000000000005,0.114,12.91,8.66,12.91,8.66,1.0,0.0,1.3333333333333333,12.333333333333336,11.0,1.406,0.15322222222222226,,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,63.0,0.19576719576719573,0.0,0.0,5660.0,3152.0,0.1230964467005076,0.8769035532994924,2.0477568740955143,67.69849061183245,33.05982827758037,37.700643535069936,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,395.0,,147.0,0.0,80.47201924731488,0.0,407.2162396264573,261.82229859327333,500.4466291140024,64.72751031399363,50.06687634197628,231.8635970339524,97.60604408692384,0.4706946454413893,0.15955137481910275,0.2984804630969609,0.28871201157742404,0.2532561505065123,,,,,,,,30.15311303119639,114.1493781643732,27.4,0.318493021,0,0.6666666666666666,0.5108256237659906,0.0,0.0,0.0,,,,,,,,,,0.0,1.114405868926251,4.997212273764115,5.981414211254481,3.3463891451671604,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.04242071588395226,0.0,4.40025963917945,0.0,6.0117970330887065,5.571478133061401,1.0986122886681098,,0.0,,3.528118633459659,6.217497179234232,3.6558562287106557,4.185517564089587,3.9331360745433255,0.0,0.0,0.0,0.6931471805599453,0.6296233728529207,0.8472978603872034,0.0,0.6931471805599453,5.450452861685099,4.591132558785902,0.27648943366105616,0.0,0.0,0.1425599566469327,0.877965617552487,4.229727228271259,0.0,3.438914177036145,4.746230226029562,2.2679936482244267,2.6326080059353516,0.557709209664841,0.4252677354043441,0.38573483709435036,0.14803318446721,0.2611947062600467,0.2536432789620464,0.22574508479476524,2.2679936482244267,2.6326080059353516,0.5822156198526637,0.4252677354043441,8.056109659545061,8.64135583403666,0.11608955515005034,0.17878798421264352,,,,0.10795714150509236,0,0,0,0,0
12147,2009-11-01,1,SFMTA,K-OWL,0,81,20,3.0,1,0,0.0,1.0,5661,,3,BALBOA PARK STATION,,2.0,MARKET ST & CHURCH ST,MARKET ST&CHURCH ST N-NS/,0,0,0.0,2.043333333333333,2.2333333333333334,0.0,0.19000000000000009,0.9200000000000004,0.5366666666666666,0.9200000000000004,0.7266666666666667,0.19099999999999995,0.191,12.46,15.77,12.46,15.77,1.0,0.3333333333333333,2.333333333333333,11.0,9.0,2.101,0.1236111111111111,,0.6666666666666666,0.20666666666666667,0.16666666666666666,0.0,2.333333333333333,0.0,0.0,63.0,0.17460317460317454,0.0,0.0,3151.0,1817.0,0.10566868464501926,0.8943313153549808,1.9390769230769231,44.57501703163161,22.98775077004169,25.70384193794816,0.0,0.0,0.0,0.0,5157.0,5037.0,,,,7.0,535.0,,200.0,0.0,76.44562619970688,16.299913127670308,415.8372495266431,665.4142227456731,455.0415896886116,66.20840602306386,221.40417257794783,247.33632754044788,223.1288029744999,0.31138461538461537,0.03323076923076923,0.4363076923076923,0.17415384615384616,0.3563076923076923,,,,,,,,25.846889763424468,204.58133406555493,25.4,0.38491249,0,1.3333333333333333,0.8472978603872034,0.0,0.0,5097.0,,,,,,,,,,0.0,1.0780955603086002,5.303304908059076,6.284134161070802,3.2733640101522705,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.17395330712343815,0.0,4.349576092701514,2.8507014799691777,6.032695856711332,6.501911433280454,1.0986122886681098,,0.5108256237659906,,3.1775433154758046,6.122584010812903,3.2848074478616742,4.207798329334975,5.404496323791923,8.524764456912555,8.53660358493606,8.54830418644129,2.0794415416798357,0.6388659083753135,1.203972804325936,0.28768207245178085,0.6931471805599453,5.514783986848619,5.412220899877268,0.3256369535275781,0.15415067982725836,0.18786173716956991,0.1165477050483907,1.1317246401183119,3.8193596942702324,0.0,3.290149976756347,5.3258417418406685,2.8195915758351173,2.599722324216582,0.42961556834044745,0.6523251860396904,0.27108353733477925,0.0326905623137029,0.3620757180826634,0.16054775724439393,0.30476607550896717,2.8195915758351173,2.599722324216582,0.546192767603282,0.6523251860396904,7.505492274737424,8.05579245097777,0.10045029641876319,0.16093036681263692,,,,0.1747932903731629,0,0,0,0,0
12148,2009-11-01,1,SFMTA,K-OWL,0,82,20,3.0,1,0,0.0,1.0,5690,,3,BALBOA PARK STATION,,2.0,MARKET ST & SANCHEZ ST,MARKET ST&SANCHEZ ST N-NS,0,0,0.0,1.98,2.036666666666666,0.0,0.05666666666666665,0.7699999999999998,0.5166666666666667,0.7699999999999998,0.5733333333333334,0.161,0.161,12.55,16.85,12.55,16.85,1.0,0.0,1.0,9.0,8.0,1.449,0.08705555555555555,,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,63.0,0.14285714285714285,0.0,0.0,3151.0,1817.0,0.10566868464501926,0.8943313153549808,1.9390769230769231,44.57501703163161,22.98775077004169,25.70384193794816,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,308.0,,200.0,0.0,126.55455780282804,24.427151016241,604.5818489036833,629.0565185144105,548.4166407935737,81.87552467028401,248.9219810473884,359.20424806024164,277.7456542549154,0.31138461538461537,0.03323076923076923,0.4363076923076923,0.17415384615384616,0.3563076923076923,,,,,,,,36.947518370329476,77.96173219586571,25.4,0.8294011840000001,0,0.5,0.4054651081081644,0.0,0.0,0.0,,,,,,,,,,0.0,1.0780955603086002,5.303304908059076,5.733341276897746,3.2733640101522705,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.05511929922107953,0.0,4.848544177409435,3.235817540764734,6.406189729586358,6.44580952728934,1.0986122886681098,,0.0,,3.1775433154758046,6.308857062233365,3.2848074478616742,4.417339779349142,5.52114879334601,0.0,0.0,0.0,1.3862943611198906,0.6388659083753135,0.6931471805599453,0.0,0.6931471805599453,5.886671226287641,5.630299732535906,0.603988691446652,0.0,0.0,0.08347271589979707,0.8956797779700306,3.8193596942702324,0.0,3.6362041096173034,4.36896333252221,2.8820035082256483,2.60638654732571,0.41651494429474933,0.5709795465857377,0.27108353733477925,0.0326905623137029,0.3620757180826634,0.16054775724439393,0.30476607550896717,2.8820035082256483,2.60638654732571,0.45319651092935426,0.5709795465857377,7.505492274737424,8.05579245097777,0.10045029641876319,0.13353139262452257,,,,0.14928170271575447,0,0,0,0,0
12149,2009-11-01,1,SFMTA,K-OWL,0,83,20,3.0,1,0,0.0,1.0,5654,,3,BALBOA PARK STATION,,2.0,MARKET ST & 16TH ST,MARKET ST&16TH ST W-FS/BZ,0,0,0.0,1.59,1.59,0.0,0.0,1.0799999999999996,0.6333333333333333,1.0799999999999996,0.6333333333333333,0.225,0.225,12.5,21.32,12.5,21.32,1.0,0.0,0.0,8.0,8.0,1.8,0.07722222222222222,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.12698412698412698,0.0,0.0,3619.0,1831.0,0.02894593118514473,0.9710540688148552,2.0354330708661417,49.78244140459184,24.4579112509987,25.18697159762577,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,579.0,,200.0,0.0,100.58955416585769,22.14956915389763,440.60176122777915,448.9482713492663,452.83869196412047,61.52168611061269,183.33780100457386,249.02707667632615,147.73417519998335,0.3492688413948257,0.06467941507311586,0.4488188976377953,0.2092238470191226,0.2772778402699663,,,,,,,,29.463444274982585,95.72672599081145,32.1,0.572250217,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.1103541065447928,5.303304908059076,6.363028103540465,3.4995332823830174,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.0,0.0,4.620940716530557,3.141976169296318,6.090408483242475,6.109132623599628,1.0986122886681098,,0.0,,3.237026549347371,6.117741830862124,3.2652620198224898,4.135513474329294,5.2167699494750215,0.0,0.0,0.0,0.6931471805599453,0.6785684599682779,0.0,0.0,0.6931471805599453,5.521569218702803,5.002160653556236,0.4525078524602292,0.0,0.0,0.07438571135839582,1.0296194171811581,3.9275506531947033,0.0,3.4165274164186235,4.571889744736611,3.1054831375131102,2.6026896854443837,0.4906229164484712,0.7323678937132264,0.29956284676584477,0.06267373513547292,0.3707486711503944,0.18997870504785855,0.2447311260317086,3.1054831375131102,2.6026896854443837,0.4906229164484712,0.7323678937132264,7.513163545234075,8.194229304819817,0.028534910461797694,0.11954515064978273,,,,0.20294084399669038,0,0,0,0,0
12150,2009-11-01,1,SFMTA,K-OWL,0,84,20,3.0,1,0,0.0,1.0,5667,,3,BALBOA PARK STATION,,2.0,MARKET ST & CASTRO ST,MARKET ST&CASTRO ST W-FS/,0,0,1.0,1.7033333333333331,1.7533333333333332,0.0,0.05,0.6799999999999998,0.7999999999999999,0.6799999999999998,0.85,0.12999999999999995,0.13,11.47,9.18,11.47,9.18,1.0,0.0,0.3333333333333333,8.0,7.666666666666668,1.04,0.12366666666666665,,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,63.0,0.12698412698412698,0.0,0.0,2661.0,1522.0,0.05584756898817345,0.9441524310118266,1.8517745302713988,38.88740995273877,21.0000782044666,22.242254020318832,0.0,0.0,0.0,0.0,1076.0,1125.0,,,,4.0,629.0,,200.0,0.0,97.54430223981552,28.37810276611763,441.7363145202111,635.9110997584231,482.7133040707599,52.114200922817055,237.99376723536133,261.63446164242333,166.5598554349093,0.2359081419624217,0.05288796102992345,0.4683368128044537,0.1983298538622129,0.2804453723034099,0.0,200.0,300.0,600.0,800.0,0.0,0.0,30.443349715155286,202.9793743220348,28.6,0.641618568,0,0.16666666666666666,0.15415067982725836,0.0,0.0,1100.5,,0.0,,,,5.303304908059076,5.707110264748875,6.398594934535208,6.68586094706836,0.0,1.0479414427198201,5.303304908059076,6.4457198193855785,3.3877743613300146,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,0.0,0.0,0.04879016416943204,0.0,4.590506215994452,3.3802495929668814,6.092974366010648,6.4566300850138445,1.0986122886681098,,0.0,,3.09104600810048,6.18149238424862,3.14597191610671,3.9724443298340897,5.476437473078327,7.026426808699636,7.0044281662423975,6.981934677156389,1.6094379124341003,0.6648261139785785,0.28768207245178085,0.0,0.6931471805599453,5.570763185712482,5.121340633312344,0.4956826868465247,0.0,0.0,0.11659714758381391,0.712949807856125,3.6860607340709777,0.0,3.448187504988596,5.318018882468098,2.3204250111223765,2.523325759691945,0.587786664902119,0.5187937934151674,0.21180603747309035,0.05153682770933108,0.38413034039108734,0.18092879890865116,0.24720796452400642,2.3204250111223765,2.523325759691945,0.6151856390902335,0.5187937934151674,7.328437352895162,7.8868329989550565,0.05434382731588143,0.11954515064978273,,,,0.12221763272424911,0,0,0,0,0
